urlOfProject,nameOfProject,descriptionOfProject,problemSolved,challengesFaced,technologiesUsed
https://devfolio.co/projects/medishare-7bba,Medi-Share,Caring by SHaring,,,"Node.js, Firebase, Flutter, MongoDB, ML Classifier, Tesseract OCR, mongoose, Jitsi, React.js, ChartJs"
https://devfolio.co/projects/behave-e63c,Behave,Bridging the gap between students and teachers,,,"TensorFlow, OpenCV, Machine Learning, Nodejs"
https://devfolio.co/projects/pokatika-6406,POKATIKA,POKATIKA is a mobile application that enhances the post-event experience with unique NFT photo cards. Our goal is to provide an exclusive experience to users with zero-barrier onboarding to web3.0.,,,"IPFS, React, JavaScript, Java, REST API, AWS Lambda, Spring, AWS EC2, keypom, near-sdk-js"
https://devfolio.co/projects/new-generation-elearning-9d21,Transparent Open Collaborative E-Learning Platform,We are building an e-learning platform that uses smart contracts to solve the problems I mentioned. This will make the process more transparent and fair for both students and teachers.,,,"Node.js, Next.js, Express.js, Rust, React.js, NEAR Protocol, BOS"
https://devfolio.co/projects/krishi-brahmand-9618,Krishi Brahmand,Fresh from Farm to Plate.,,,
https://devfolio.co/projects/panda-wallet-698f,Panda Wallet,Where Web3 meets the Lazy!,,,"React, Hardhat, chakraui, ether.js, EF: Account Abstraction, EIP 4337"
https://devfolio.co/projects/the-kings-grammar-by-sanjay-kumar-sinha-pdf-8430,The kings grammar by sanjay kumar sinha pdf,The kings grammar by sanjay kumar sinha pdf,,,Python
https://devfolio.co/projects/cyster-caring-for-her-5b1d,CYSTER- caring for her,"Solving big problems , by taking care of you daily. Cyster helps you be more self-aware, and we stay together on your journey through PCOS.",,,"React, JavaScript, Postman, JWT, MongoDB, HTML/CSS, Nodejs, Express"
https://devfolio.co/projects/smartmeds-769e,SmartMeds,"SmartMeds is a blockchain-based hospital management system that ensures a secure platform for managing patient records, prescriptions, medication adherence and appointment scheduling.",,,"Solidity, Node.js, Visual Studio Code, MetaMask, Infura, Figma, GitHub, Ethereum, web3.js, React.js"
https://devfolio.co/projects/bmi-buddy-bff5,BMI Buddy,Fit body BMI Coach,,,"Java, XML, Kotlin"
https://devfolio.co/projects/lendchips-f666,LendChips,"Unlocking NFT Potential Across All Chains: Your Journey, Your Way
(Cross chain Lending and Borrowing for NFT's)",,,"Solidity, React"
https://devfolio.co/projects/zksafe-173a,zkSafe,zkSafe enables to use your Safe with your web2 accounts thanks to Sismo zkConnect. You don't need anymore your private keys and you can also setup a social recovery with your friends and family.,,,"Safe, Sismo, zkConnect"
https://devfolio.co/projects/salary-dapp-6b71,Salary Dapp,This is a Salary Management Dapp that lets an organization's admin add employees and send them payments in Ethereum.,,,"Solidity, MetaMask, JavaScript, Next.js, ethers.js, Matic, Ethereum, Blockchain, Tailwind CSS"
https://devfolio.co/projects/certificate-generator-3f02,Certificate Generator,"1.  Issue Certificate (organizers)
2. Send Certificate (from organizers to users)
3. Verify Certificate (users)",,,"jQuery, JavaScript, Remix IDE, SCSS, Ethereum, CSS3​, HTML5​, Bootstrap​"
https://devfolio.co/projects/certichain-certification-on-ethereum-blockchain,CertiChain: Certification on Ethereum Blockchain,"Blockchain based Certificate Authentication Application
A blockchain application to verify the essential documents of an the applicant during the hiring process.",,,"Smart Contract, Natural language processing (NLP)"
https://devfolio.co/projects/virtual-tryon-1c99,Virtual TRY-ON,TRY BEFORE YOU GET IT !,,,"TensorFlow, Python, Unity 3D, Lens Protocol, Augumented Reality, Snap AR, Snapchat SDK"
https://devfolio.co/projects/gravitrax-bauanleitung-mit-allen-erweiterungen-pdf-f712,Gravitrax bauanleitung mit allen erweiterungen pdf,Gravitrax bauanleitung mit allen erweiterungen pdf,,,Python
https://devfolio.co/projects/nifty-bridge-3d4c,NIFTY BRIDGE🌉,Cross Chain NFT Bridge For Ethereum <-> Polygon <->BSC <-> Other EVM Compatible Chains😲.,,,"Solidity, Ant Design, Docker, Golang, React.js, Covalent, Polygon, StackOS"
https://devfolio.co/projects/eyecancode-8037,EyeCanCode,From voice to vision,,,"React, Node.js, Tailwind CSS, Alan-AI"
https://devfolio.co/projects/guerilla-lock-security,Guerilla Lock Security,Hidden security system with Break-in detection and remote keyless entry that can be installed over existing locks.,,,"Android, Android Studio, NodeMCU, Cloud computing, Arduino, Iot"
https://devfolio.co/projects/equiid-66ab,EquiID,"Equal Opportunities, Equal Pay: Get Paid for Your Talent, Regardless of Gender or Nationality or any other factor!",,,"Solidity, React, Multer, Tesseract OCR, Tailwind CSS, DigitalOcean, Nodejs, Polygon, IPFS / Filecoin, Lighthouse"
https://devfolio.co/projects/ipfs-dropbox-and-filehash-generator-ff72,IPFS DROPBOX AND FILE-HASH GENERATOR.,"It allows you to submit files from your computer and generates a hash for it.
It also returns the filename and description you added so as to access the file later even if the file is deleted.",,,"JavaScript, Infura, HTML/CSS, React.js"
https://devfolio.co/projects/janus-ad08,Janus,Janus is an Oracle Solution that enables Tokenization of Reputation by aggregating multiple sources of reputation into a single graph and gives an overall TrustScore for the Identity.,,,"Matic, Chainlink, The Graph, Portis, Filecoin, Unmarshal, Uniswap Sybil, Consensys"
https://devfolio.co/projects/healthcareai-1d1c,HEALTHCARE.AI,AI-Powered Diagnostic System,,,"HTML, CSS, JavaScript, Flask, Machine Learning, Deep Learning, Git, Python, React.js, Streamlit"
https://devfolio.co/projects/edusmart-d485,EduSmart,Let's Make It Real.,,,"echoAR, Node js, React js, Express js, Socket IO, SAWO Labs, React-three-fiber, Three JS"
https://devfolio.co/projects/bugbase-an-indian-bug-bounty-platform-6a1e,BugBase - An Indian Bug Bounty Platform,"Cybersecurity is the need of the hour. Vulnerabilities are everywhere, discovering bugs in highly used websites is daily news at this point. We present a solution-BugBase an Indian Bug Bounty platform",,,"We are faced with the challenge of making a large-scale web application in a 2 day time period which goes with an API in the backend. We decided to go with an approach that allows creating a single page application (SPA) which are known to be much faster than applications which serve the entire page e.g. Using res.render in NodeJS. This also allowed us to build the frontend and backend completely separately making the development of the product during the hackathon much faster as we assigned two members to each.
We decided to use NodeJS along with MongoDB as the building blocks for the backend API. We also used AWS S3 buckets to store the user profile pictures and any other large data that is generated including PDFs. We purchased the domain bugbase.in from GoDaddy and set up an email admin@bugbase.in with Zoho Mail. For the frontend, we chose to go with the frontend framework VueJS to manage all our routing and making API calls. The API is hosted on http://api.bugbase.in which has two routes /api/auth and /api, /api/auth is where the user gets authenticated and a JWT gets generated which can be used to access the /api route in the API. The frontend fetches the data using Axios and displays the data on the users end i.e. On http://bugbase.in. All have SSL certificates as they have been proxied through Cloudflare."
https://devfolio.co/projects/devnft-210b,DevNFT,Recognition to great Repos,,,"Solidity, IPFS, OpenZeppelin, Next.js, Mocha, Tailwind CSS, Hardhat, NextAuth.js, GitHubAuth, GithubApi"
https://devfolio.co/projects/sloe-supervised-learning-in-online-education-05e4,SLOE: Supervised Learning in Online Education,"SLOE is an add-on service to the online educational platform, which can identify a child's behavioral changes such as depression, confusion or unattentiveness and inform the parents about the same.",,,"Firebase, Figma, android-studio, Streamlit, TensorFlow-Lite, deep-learning"
https://devfolio.co/projects/cleancam-a709,CleanCam,"""Swachha sahar, sabaiko rahar"" is the slogan of our project. Our project ""CleanCam"" focuses on finding the guilty of littering in the urban places of Nepal.",,,"React, Flask, OpenCV, Google Colab, PostgreSQL, Tailwind CSS, YOLOv8"
https://devfolio.co/projects/simcomm-8d6f,SimComm,"Empowering Sellers, Unleashing Success",,,"PHP, JavaScript, WordPress, HTML/CSS"
https://devfolio.co/projects/bet-on-balls-20f4,Bet On Balls,Where Every Spin is a Win!,,,"MetaMask, Chainlink, Arbitrum Rollup, Celo, Polygon, Filecoin, Safe, Mantle, Scroll, BASE"
https://devfolio.co/projects/walletmetrics-google-analytics-for-dapps-7987,WalletMetrics : Google Analytics for DApps,"Code-free user analytics for DApps: Simplify on-chain analysis, track behavior, optimize projects, make informed decisions. Uncover trends, seize opportunities, maximize Web3 returns effortlessly.",,,"React, JavaScript, Docker, ethers.js, PostgreSQL, TypeScript, Ethereum, nest.js, Gnosis Chain"
https://devfolio.co/projects/savifi,SaviFi,"At SaviFi we offer a ""One Stop Smart Savings Account"" Defi platform that automatically transfers users' funds to the highest savings return Defi platform.",,,"jQuery, Bootstrap, JavaScript, HTML5, SQLite, Web3, DSA SDK, Biconomy SDK, Gnosis Chain, web3.js, InstaDapp"
https://devfolio.co/projects/binod-world-order-ef6a,..,..,,,"React, JavaScript, Rust, Nodejs, nextjs, SolanaSDK"
https://devfolio.co/projects/redtweet-c428,redTweet,classifying hate against humanity,,,"HTML, Django, scikit-learn, Machine Learning, Python, Tailwind CSS"
https://devfolio.co/projects/ghar-on-chain-a6ce,Ghar On Chain,"Easy Buy, Easy Sell",,,"React, React-Bootstrap, NFTPort, Cartesi, Push"
https://devfolio.co/projects/medfunds-5d95,MedFunds,Raise a Reliable helping hand,,,"Solidity, React, JavaScript, Kotlin, Matic, Blockchain, Tailwind CSS, HTML/CSS, Polygon Blockchain, web 3.0"
https://devfolio.co/projects/exosuit-e71f,Exo-Suit,Disappearing the Disability,,,Fusion360
https://devfolio.co/projects/library-management-system-b648,Library Management System,Making library mangement more easier and effective,,,"PHP, HTML, CSS, JavaScript, MySQL Server"
https://devfolio.co/projects/guideye-477b,GuidEye,"A python software that can help blind people find things like laptops, phones, etc the same way a guide dog guides a blind person in finding his way.",,,"TensorFlow, OpenCV, Python, Speech Recognition, Text-to-Speech"
https://devfolio.co/projects/ezmed-cb1e,EZMED,Medical consultation in Kolkata made easy with AI magic.,,,"CSS3​, HTML5​, Fastn, Chatbase"
https://devfolio.co/projects/shl-coding-questions-and-answers-pdf-123c,Shl coding questions and answers pdf,Shl coding questions and answers pdf,,,Python
https://devfolio.co/projects/green-choice-6eb6,Green Choice,"Green Choice empowers users to make eco-friendly choices
effortlessly, using advanced machine learning algorithms that
analyze their shopping habits and preferences",,,"React, Machine Learning, Redux, Express.js, MongoDB, mongoose, Nodejs"
https://devfolio.co/projects/codie-your-interviewprep-buddy-c224,Codie - your Interview-prep buddy,Codie is an AI powered chatbot that is intended to help you with your Software Interview Preparation and doubts related to coding problems.,,,"React, JavaScript, gpt-3, CSS3​, API"
https://devfolio.co/projects/medhub-4,MedHub_360,"MAKING HEALTH CARE EASY AND
ACCESSIBLE FROM ANYWHERE",,,"Node.js, JavaScript, Flask, Machine Learning, Deep Learning, Heroku, Python, Express.js, MongoDB, Tesseract OCR"
https://devfolio.co/projects/sensus,Sensus,Sensus-Journally Yours. Implementation of a sentiment analyserAPI coupled with the use of a natural language processing machine learning model equips our online journal to analyse user's mental state.,,,"React, Node.js, Nginx, Amazon Web Services (AWS), Express.js, MongoDB, Google Cloud Platform (GCP)"
https://devfolio.co/projects/manasthiti-1032,ManaSthiti,A safe space for mental health,,,"Firebase, Angular"
https://devfolio.co/projects/tickerteller-2d2a,TickerTeller,"Empowering Investment Decisions: Stock and Financial News Insights through Forecasting, Machine Learning & Sentiment Analysis",,,"TensorFlow, Machine Learning, Deep Learning, Python, Natural language processing (NLP), MongoDB Atlas, Long short-term memory (LSTM), Generative AI, Prompt Engineering, taipy"
https://devfolio.co/projects/airpower,AirWatt,All-in-one energy management solution.,,,"React, REST API, Flutter, Arduino, Firestore, Firebase Authentication, LSTM-Keras, GSAP"
https://devfolio.co/projects/green-dao-60b6,Green DAO,"Building the farmers for the next generation. It's a DAO to help the farmers with Supply Chain Management, getting an identity, and applying for loans.",,,"Next.js, Tailwind CSS, Polygon, Replit, Filecoin, Spheron, Router Protocol, Cadence, flow, 5ire"
https://devfolio.co/projects/ehr-b7fd,EHR,Making Health records More Secure & easily accessible than ever before.,,,"IPFS, Node.js, Next.js, Express.js, MongoDB Atlas"
https://devfolio.co/projects/donatlive-8316,Donat3.live,"Donat3.live is a web3 live streaming monetization platform. We offer widgets that allow creator to accept crypto tips from viewers' Coinbase Smart Wallets, with all tips displayed in real time.",,,"Solidity, Elixir, Nodejs, reactjs, Wagmi, RainbowKit, Quicknode, Phoenix Liveview, Pheonix"
https://devfolio.co/projects/punto-per-punto-soluzioni-pdf-37fb,Punto per punto soluzioni pdf,Punto per punto soluzioni pdf,,,Python
https://devfolio.co/projects/decertify-7000,deCertify,Decentralized Certificate Verification Platform - Security and Verification of Certificates using the power of BlockChain,,,"Solidity, Next.js, ethers.js, React Native, Blockchain, Tailwind CSS, Celo"
https://devfolio.co/projects/vidshield-81a6,🚀🔥💰VidShield 🥇😎🚀,🥇🤖 A Creator platform with Video NFT and Piracy protection 💰🔥,,,"CryptoJS, Biconomy, Livepeer, Truffle, Polygon, Filecoin, moralis, Semantic-ui-react, alchemy, Spheron"
https://devfolio.co/projects/vodafone-giga-tv-box-bedienungsanleitung-pdf-3009,Vodafone giga tv box bedienungsanleitung pdf,Vodafone giga tv box bedienungsanleitung pdf,,,Python
https://devfolio.co/projects/cours-de-photographie-pdf-4e77,38 cours de photographie - pdf,38 cours de photographie - pdf,,,Python
https://devfolio.co/projects/ppx-2d91,P2PX,"P2PX is a fully decentralized p2p exchange for crypto-to-fiat (USDT/INR) trades. We enable p2p trades between anonymous users with a decentralized reputation system called ""Proof-of-credibility""",,,"Solidity, React Native, ethersjs, Hardhat framework"
https://devfolio.co/projects/elayted-c8a3,Elayted,Go back in time in a snap!,,,"JavaScript, Flask, Natural Language Toolkit (NLTK), Elastic Search, Nodejs"
https://devfolio.co/projects/sarazaiten-a2c4,Sarazaiten : New Approach to GPT Era Education,"Educate the masses, Efficiently and Effectively",,,"React, Node.js, Express.js, OpenAi, axios, Netlify, Google Cloud API"
https://devfolio.co/projects/pragyanai-097f,PragyanAI,"personal, multilingual AI learning agent",,"Language Barriers: Prevent access to quality education.
One-Size-Fits-All Content: Doesn’t cater to individual learning styles.
Passive Learning: Fails to engage students effectively.
Limited Accessibility: Not adaptable to different learning preferences (visual, auditory, etc.).
Difficulty with Complex Concepts: Lack of proper visualization.
Lack of Personalization: No customized study materials based on progress.","HTML, React, JavaScript, Next.js, Python, Google Cloud Platform (GCP), Vercel, RestAPIs"
https://devfolio.co/projects/sarv-sahamati,Sarv Sahamati,Consent Manager for all!,,,"React, Node.js, JS, HTML5, Python, Adobe XD, Express.js, MongoDB, SCSS"
https://devfolio.co/projects/artfolio-83da,Artfolio,Ethereal Creations Unleashed,,,"CSS, npm, Figma, Web3, Vercel, reactjs, Blocto, Cadence, Flow CLI"
https://devfolio.co/projects/yoga-plus-fe53,Yoga Plus,Peace with mind and Body,,,"Firebase, TensorFlow, Flutter, CSS3​, HTML5​"
https://devfolio.co/projects/stree-women-security-and-empowerment-app-3313,STREE - Women Security and Empowerment App.,"STREE supports the development of an individual woman’s life by empowering them on aspects like Safety, Financial Empowerment, Skill Development, Government Scheme Awareness to lead a better tomorrow.",,,"Firebase, Java, XML, Android SDK, GitHub, Room Database, Angular Studio, Google Location services"
https://devfolio.co/projects/tech-combo-device,Tech combo device,SMART POLLUTION MONITORING SYSTEM USING IOT and Machine learning.,,,"Machine Learning, Internet of Things (IoT), Embedded Systems"
https://devfolio.co/projects/serenity-ai-ce0d,Serenity AI,We are listening.,,,"Machine Learning, Python, Flutter"
https://devfolio.co/projects/srot-6607,STUDENT MANAGEMENT APP,Let us make student life easy,,,"Django, JavaScript, AJAX, Flask, Python, Twilio, CSS3​, HTML5​"
https://devfolio.co/projects/game-of-luck-0f55,Game of Luck,Test your luck and see if you are lucky enough to win this game.,,,"CSS, JavaScript, HTML5, Bootstrap​"
https://devfolio.co/projects/verifund-5d68,Verifund,"Verified Giving, Amplified Impact",,,"Solidity, IPFS, React, Next.js, TypeScript, Tailwind CSS, AI/ML, NFT"
https://devfolio.co/projects/palm-f010,P.A.L.M,Post Accident Life-saving Module,,,"JavaScript, Android Studio, XML, Arduino Uno"
https://devfolio.co/projects/ingrid-d-rental-platform-53a1,Ingrid - 3D rental platform !,Experience the convenience of renting with our AR-powered system! Gain access to a huge collection of properties without making an ownership commitment.,,,"HTML, Firebase, CSS, JavaScript, ARCore, Unity, AR/VR, Firebase Authentication"
https://devfolio.co/projects/eduar-c3c2,Edu-AR,The complete platform to make Online Classes interactive and fun with the use of Augmented Reality (AR).,,,"Node.js, Heroku, Socket.IO, GitHub, Express.js, React Native, Material-UI, React.js, Google AR Core"
https://devfolio.co/projects/personal-safety-alertz-app,PERSONAL SAFETY ALERTZ APP 👧👨‍👩‍👧️🔋,Bringing you the PERSONAL SAFETY ALERTZ APP to assure your loved ones about your safety.,,,"SQLite, XML – layout designing, Google Places API"
https://devfolio.co/projects/hackdoc,HACKDOC,"Why to make wrong decisions, risking life and then to regret, when we are here to help you.Hackdoc, saving life, with no extra efforts, just get smart, get all info ,save time and live a healthy life.",,,"Bootstrap, Node.js, CSS, Embedded Javascript (EJS), Express.js, Passport.js, MongoDB Atlas, Google API, Auth0, Heruko"
https://devfolio.co/projects/rural-edtech-3d95,Rural EdTech,Our project aims to bridge the educational gap between rural and urban areas by providing accessible resources and support to students in rural communities.,,,"Node.js, JavaScript, PostgreSQL, Express.js, OpenAi, HTML/CSS, ChatterBot, React.js, Prisma, Auth"
https://devfolio.co/projects/ingles-idiomatico-pdf-gratis-3167,Ingles idiomatico 2 pdf gratis,Ingles idiomatico 2 pdf gratis,,,Python
https://devfolio.co/projects/shulk,Shulk,A free and instant payment gateway for UPI using AA.,,,"Node.js, PostgreSQL, Tailwind CSS, NuxtJS"
https://devfolio.co/projects/newton,Newton,A decentralized options trading platform providing settlements in ETH and DAI.,,,"React, Web3, Truffle Suite, Tellor"
https://devfolio.co/projects/tweet-detective-0a12,Tweet Detective,"Cleaning up online media, one AI-generated content at a time.",,,"CSS, JavaScript, Python, OpenAi, Chrome Extension"
https://devfolio.co/projects/yaash-yet-another-ai-shell-192b,NAASH ( Not another AI shell ),Always two commands ahead.,,,"Node.js, Git, GitHub, TypeScript, CLI, OpenAI API, GeminiAPI"
https://devfolio.co/projects/xdcx-liquid-staking-derivatives-lsds-on-xdc-4989,xdcX - Liquid Staking Derivatives (LSDs) on XDC,"A novel solution for Liquid Staking Derivatives (LSDs) on XDC, which allows people",,,"Solidity, React, Next.js"
https://devfolio.co/projects/mymedi-2889,myMEDI,A Highly Secure Medical Records Storage Based on Blockchain. The records can be created or viewed only with the consent access by the patient,,,"Solidity, IPFS, React, OpenZeppelin, Infura, ERC721, Hardhat, Polygon, Access Control"
https://devfolio.co/projects/dad-space-e07d,dAd Space,Decentralized Ad Network -  You'r gateway to web3 Ad's,,,"React, Node.js, The Graph, Vercel, Polygon, Dune, Push Protocol"
https://devfolio.co/projects/milenyum-kurtlari-pdf-a513,Milenyum kurtları pdf,Milenyum kurtları pdf,,,Python
https://devfolio.co/projects/crop-disease-detection,Crop Disease Detection,"Crops image Classifier to analysis different kind of crops, detect the diseases and provide remedies",,,"Xcode, Swift, PyTorch"
https://devfolio.co/projects/chargedup-fd25,Charged-Up,"Be Fit Be Perfect
Your Body is Your Weapon Keep it strong",,,"HTML, CSS, JavaScript, Internet of Things (IoT)"
https://devfolio.co/projects/phoenixfi-9a88,PhoenixFi,Where liquid staking meets storage.,,,"Solidity, React, JavaScript, Python, Tailwind CSS, Nodejs, 1inch, Filecoin, Scroll, Lilypad"
https://devfolio.co/projects/decarbon-protocol-58e6,deCarbon Protocol,Green Analytical Optimized Engine,,,"Node.js, Next.js, ethers.js, PostgreSQL, Chart.js, Etherscan, Vercel, Near explorer, Microsoft Power BI, subscan.io"
https://devfolio.co/projects/price-prediction-market,Price Prediction Market,Oracle resolved cryptocurrency price prediction market using portis for easy user on-boarding and Matic for faster & cheaper transactions.,,,"Solidity, React, OpenZeppelin, Ethereum, Chainlink, Portis, Matic Mumbai Test Network"
https://devfolio.co/projects/facebuddy-0154,FaceBuddy,Pay and Connect with Anyone—Just by Scanning Their Face! 🔍💸🤝,,,"MetaMask, OpenAi, Uniswap, nextjs, face-api.js, ETHStorage, eigenlayer, EigenDA, opacity, coinbase-onchain-kit"
https://devfolio.co/projects/deduplication-layer-on-filecoin-4bb1,Deduplication layer on Filecoin,"Store more, pay less",,,"Solidity, Node.js, TypeScript, React.js, Hardhat, IPFS / Filecoin"
https://devfolio.co/projects/top-cheapest-boarding-schools-in-zimbabwe-pdf-df5b,Top 20 cheapest boarding schools in zimbabwe pdf,Top 20 cheapest boarding schools in zimbabwe pdf,,,Python
https://devfolio.co/projects/aatmnirbhar-naari,Aatmnirbhar Naari,NAARI-Born To Be Strong,,,"PHP, Firebase, AJAX, Java, Android Studio, XML, MySQL, Google Maps API, phpMyAdmin"
https://devfolio.co/projects/big-arabian-guild-dao-c2ee,Big Arabian Guild DAO,"BAG, the most prominent Arab community in web3 gaming, is committed to maintaining a well-informed community and provide insights into new opportunities via the Dapp reward system",,,"Solidity, Node.js, Next.js, ethers.js, React.js"
https://devfolio.co/projects/edith-inspired-from-marvel,E.D.I.T.H (Inspired from Marvel ),"Now, the visually impaired can see. (Who said they abnormal or are handicapped. We bring EDITH to their aid. The future of senses for the blind, deaf, mute to lead a normal, happy & a dignified life)",,,"TensorFlow, Raspberry Pi, Google Text-to-Speech API, Python, Google Maps API, Distance Sensors, Proteus, TinkerCad"
https://devfolio.co/projects/hid-a-human-interface-device-a0e4,HID- A HUMAN INTERFACE DEVICE,A HARDWARE SOFTWARE INTEGRATED PROJECT.,,,"Resistors, Software - Arduino, C++/ Embedded C, Hardware - Microcontroller (Arduino), Keys/Buttons"
https://devfolio.co/projects/moodx-d66d,MoodX,Discover the root cause of your moods,,,"JavaScript, Flask, CSS3, Chart.js, HTML5​"
https://devfolio.co/projects/automated-precision-agriculture-3,Automated Precision Agriculture,"It is a complete Crop Analytics System for Farmers, which will help them to increase their CROP YIELD and PROFIT by a huge extent.",,,"NodeMCU, NodeMCU IoT, Keras CNN, DotNetNuke, Iot, Ml, DL"
https://devfolio.co/projects/zswap-e44f,ZSwap,"Empowering Trustless Trading: ZSwap, Your Fully Decentralized, Concentrated Liquidity DEX",,,"BOS, near"
https://devfolio.co/projects/student-result-management-system-of-igdtuw-25a7,Student Result Management System of IGDTUW,One stop solution for managing results of IGDTUW students!,,,"Visual Studio Code, C++, Canva, loom, OOPs"
https://devfolio.co/projects/helios-a88d,HELIOS,May Privacy Be With You.,,,"Solidity, IPFS, CSS, Smart Contract, Figma, Web3, React.js, HTML5​"
https://devfolio.co/projects/wedata-3418,Wedata,Decentralized application space and Data Marketplace,,,"IPFS, Rust, Encryption, nextjs, NEAR Protocol, BOS Frontend"
https://devfolio.co/projects/glider-4f70,Glider,Onchain Trading on Autopilot,,,"React, Python, PostgreSQL, TypeScript"
https://devfolio.co/projects/comicron-faef,CO-MICRON,"Happiness Can Be Found Even In The Darkest Of Times, If One Only Remembers To Turn On The Light",,,"jQuery, Firebase, JavaScript, Next.js, AWS, Vercel, Semantic-UI, Bot-UI, Github-Actions"
https://devfolio.co/projects/techtok-8e6d,TechTok,Swipe Your Way to Success,,,"Firebase, Django, Dart, Docker, Flutter, Postgress"
https://devfolio.co/projects/gen-ai-playground-f88e,sign to speeach,chatgpt,,,"HTML, CSS Animation, Tailwind CSS"
https://devfolio.co/projects/thirdeyespy-350f,ThirdEye-Spy,A smart attendance monitoring system for tracking each and every activity of any targeted people,,,"React, Face Recognition, Node.js(Express server in the backend), MongoDB(cloud database)"
https://devfolio.co/projects/facebookclone,Facebook-clone,Facebook-clone developed with React JS and Firebase,,,"React, Node.js, JavaScript"
https://devfolio.co/projects/qr-seal-7871,QR Seal: Multisig Wallet 🦭,"Privacy-Preserving, Gas-Optimized Mobile Multisig via Account Abstraction & Schnorr 🤿 Signatures.",,,"Solidity, React, Progressive Web Apps (PWA), EF: Account Abstraction, ERC-4337"
https://devfolio.co/projects/phantom-rooms-0a94,Phantom Rooms,A web-based real-time anonymous chat rooms application.,,,"JavaScript, Embedded Javascript (EJS), Git, Socket.IO, Figma, GitHub, CSS3, Express.js"
https://devfolio.co/projects/web-whispers-4d8e,Web3 Whispers,"""Your Voice, Your Blog, Our Future""",,,"Solidity, IPFS, JavaScript, ethers.js, Figma, Web3, Blockchain, React.js, Hardhat, Polygon"
https://devfolio.co/projects/simpli-flow-ec49,Simpli Flow,The fastest way to build onFlow,,,"Python, Natural language processing (NLP), RASA, OpenAi, Streamlit, Flow blockchain, flow-py-sdk"
https://devfolio.co/projects/dit-f580,Dit,Version Control for your databases,,,"React, Flask, MySQL, Python, CLI, Terminal, Click"
https://devfolio.co/projects/cryptosensei-f5ae,CryptoSensei,Unlock the secrets of crypto trading with our intuitive app.,,,"Node.js, Next.js, OpenAi, React.js"
https://devfolio.co/projects/zkrail-5702,zkRail,Trustless Rails for Real-World Payments,,,"Solidity, Node.js, OpenAi, UPI, cloudflare, foundry, Hono, ScaffoldETH2, Agentkit"
https://devfolio.co/projects/women-safety-app-5,Women Safety App,This app help user to send custom SOS messages when in danger. It also provides awareness about their rights and gives relvant videos form youtube (for example self defense),,,"Flutter, Firebase Authentication, Dart Programming Language, OAuth2.0"
https://devfolio.co/projects/dukaan,DUKAAN,"Bringing smile to your faces, with our services among crisis.
We have made an online platform for providing various services from people's favourite local vendors amid the covid -19 pendemic.",,,"HTML, CSS, GitHub"
https://devfolio.co/projects/khoj,KHOJ,A platform for decentralised autonomous funding to empower research work by providing funds from potential creditors using Dharma Protocol and NuCypher.,,,"Solidity, IPFS, NuCypher, Firebase"
https://devfolio.co/projects/livre-maths-terminale-pdf-corrige-barbazo-f8e9,Livre maths terminale 2020 pdf corrigé barbazo,Livre maths terminale 2020 pdf corrigé barbazo,,,Python
https://devfolio.co/projects/paysol-ed30,PaySol,"PaySol is a chat based non-custodial crypto wallet that empower users to transact SOLs via P2P, keep track of financial records, advertise offerings, earn SPL tokens for every transaction.",,,"Heroku, MongoDB Atlas, Netlify, Material-UI, Nodejs, reactjs, PusherJs, solana/web3.js, SerumJS"
https://devfolio.co/projects/coders-dasboard-d8fd,Coder's Dashboard,"The simple answer to the question ""how can I learn to code?""",,,"HTML, CSS, JS"
https://devfolio.co/projects/polyswap-polygon-swap-e085,PolySwap (Polygon Swap),Decentralised NFT Exchange on Matic. An exchange which helps user mint NFT's and stores files on IPFS peer-to-peer network. It leverages escrows for safe and secure NFT exchange for cryptocurrencies.,,,"IPFS, React, OpenZeppelin, Matic, Web3, Ethereum, Smart Contracts, Remix (IDE)"
https://devfolio.co/projects/visualtalk,VisualTalk,"Photos In.
Captions Out.",,,"Expo, Keras"
https://devfolio.co/projects/desktop-controller,Desktop Controller,Control your desktop from your mobile or from anywhere through WWW.,,,"Heroku, WebSockets, Microsoft Azure"
https://devfolio.co/projects/story-wizard-4811,Story Wizard,Revolutionizing storytelling for kids with an interactive app that offers a vast library of pre-made stories and generates new ones based on their interests using AI.,,,"React, JavaScript, Flask, Python, Google Cloud API, GPT, Stable Diffussion"
https://devfolio.co/projects/savemo,Savemo,Level up your money game.,,,"Flask, Dart, Docker, Python, Flutter, Figma, Amazon Web Services (AWS), PostgreSQL"
https://devfolio.co/projects/smart-security-system-for-homes-533a,Smart Security System for Homes,My proposed solution involves using a large number of sensors that determine the situation and environment of the house and makes adjustments to the environment control system accordingly.,,,"Raspberry Pi, Node-RED, Python, MIT App Inventor, DHT11, FLAME SENSOR, IBM Cloud, Picamera, MQ-132 Gas Sensor"
https://devfolio.co/projects/portfolio-website,Portfolio,My personal portfolio website,,,"HTML, CSS, JavaScript, SCSS"
https://devfolio.co/projects/hygge-cbab,Hygge,"Voyage to the world of Hygge, finding the right travelmate with you!",,,"Figma, Adobe Illustrator, Balsamiq Wireframes"
https://devfolio.co/projects/solana-voyage-7821,Solana Voyage,Use crypto in day to day life.,,,"Firebase, Flutter, Dio, RPC Solana API, bip39, Rverpod, REST API(Cryptowatch)"
